id,Site,SurveyDate,Plane_Height,Area_2D,Area_3D,Volume,Errors,SitePart,ProcessedFile,TripDate,SiteGroup,TripGroup,Full_ID,Max_Volume,Segment,Norm_Vol
2,032r,10/26/1991,above25k,1092.978464,1107.532831,571.3702273,43.71913857,Eddy,Eddy_High_Elevation_Zone.csv,11/1/1991,long,na,032r_eddyabove25k,758.6031315,2_LMC,0.75
3,032r,10/17/1992,above25k,1061.768999,1082.420355,503.1078876,42.47075995,Eddy,Eddy_High_Elevation_Zone.csv,10/15/1992,long,na,032r_eddyabove25k,758.6031315,2_LMC,0.66
4,032r,4/3/1993,above25k,1029.942009,1048.003795,484.1339085,41.19768035,Eddy,Eddy_High_Elevation_Zone.csv,4/1/1993,long,na,032r_eddyabove25k,758.6031315,2_LMC,0.64
5,032r,10/9/1993,above25k,1003.308508,1027.572973,488.5891902,40.13234034,Eddy,Eddy_High_Elevation_Zone.csv,10/8/1993,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.64
6,032r,4/10/1994,above25k,999.9365337,1019.37465,471.1924456,39.99746135,Eddy,Eddy_High_Elevation_Zone.csv,4/7/1994,long,na,032r_eddyabove25k,758.6031315,2_LMC,0.62
7,032r,11/21/1994,above25k,1005.876401,1028.302712,479.3005753,40.23505603,Eddy,Eddy_High_Elevation_Zone.csv,11/20/1994,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.63
8,032r,4/26/1995,above25k,1017.497524,1041.639118,570.4984225,40.69990096,Eddy,Eddy_High_Elevation_Zone.csv,4/24/1995,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.75
9,032r,2/16/1996,above25k,971.9625529,992.258482,564.419883,38.87850211,Eddy,Eddy_High_Elevation_Zone.csv,2/13/1996,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.74
10,032r,4/18/1996,above25k,1024.734126,1037.839088,471.1501763,40.98936506,Eddy,Eddy_High_Elevation_Zone.csv,4/15/1996,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.62
11,032r,9/15/1996,above25k,1037.905433,1051.551296,483.2650501,41.51621733,Eddy,Eddy_High_Elevation_Zone.csv,9/12/1996,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.64
12,032r,2/15/1997,above25k,1025.024256,1037.844574,446.3436732,41.00097024,Eddy,Eddy_High_Elevation_Zone.csv,2/13/1997,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.59
13,032r,4/22/1997,above25k,972.1519894,990.6400218,440.7064577,38.88607957,Eddy,Eddy_High_Elevation_Zone.csv,4/20/1997,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.58
14,032r,8/26/1997,above25k,904.8819201,922.4770334,434.9949535,36.1952768,Eddy,Eddy_High_Elevation_Zone.csv,8/23/1997,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.57
15,032r,11/8/1997,above25k,837.5294757,859.3181043,374.5790595,33.50117903,Eddy,Eddy_High_Elevation_Zone.csv,11/6/1997,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.49
16,032r,4/16/1998,above25k,853.5363077,874.4686696,389.9549283,34.14145231,Eddy,Eddy_High_Elevation_Zone.csv,4/15/1998,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.51
17,032r,5/7/1999,above25k,829.1810727,850.9547663,382.3155645,33.16724291,Eddy,Eddy_High_Elevation_Zone.csv,5/4/1999,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.50
18,032r,3/20/2000,above25k,744.8023016,772.6680413,347.9307059,29.79209206,Eddy,Eddy_High_Elevation_Zone.csv,3/17/2000,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.46
19,032r,6/6/2000,above25k,746.5808009,775.9611847,316.3991597,29.86323204,Eddy,Eddy_High_Elevation_Zone.csv,6/1/2000,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.42
20,032r,8/22/2000,above25k,717.9820784,742.2193789,258.6872541,28.71928313,Eddy,Eddy_High_Elevation_Zone.csv,8/19/2000,long,na,032r_eddyabove25k,758.6031315,2_LMC,0.34
21,032r,9/11/2000,above25k,731.6063886,759.9688708,256.2549633,29.26425555,Eddy,Eddy_High_Elevation_Zone.csv,9/9/2000,long,na,032r_eddyabove25k,758.6031315,2_LMC,0.34
22,032r,10/7/2001,above25k,705.2277984,725.7357243,209.9624195,28.20911194,Eddy,Eddy_High_Elevation_Zone.csv,10/5/2001,long,long,032r_eddyabove25k,758.6031315,2_LMC,0.28
23,032r,5/2/2002,above25k,724.3015864,745.3876602,279.1449825,28.97206346,Eddy,Eddy_High_Elevation_Zone.csv,4/27/2002,long,na,032r_eddyabove25k,758.6031315,2_LMC,0.37
24,032r,9/22/2002,above25k,706.5902197,726.2461336,231.3504698,28.26360879,Eddy,Eddy_High_Elevation_Zone.csv,9/20/2002,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.30
25,032r,4/27/2003,above25k,723.0434605,743.0275344,251.1761018,28.92173842,Eddy,Eddy_High_Elevation_Zone.csv,4/25/2003,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.33
26,032r,9/22/2003,above25k,634.9598626,655.3802576,203.6897371,25.3983945,Eddy,Eddy_High_Elevation_Zone.csv,9/20/2003,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.27
27,032r,6/2/2004,above25k,647.0335151,667.2401637,206.5756983,25.88134061,Eddy,Eddy_High_Elevation_Zone.csv,6/1/2004,long,na,032r_eddyabove25k,758.6031315,2_LMC,0.27
28,032r,11/16/2004,above25k,637.8105828,657.9182514,201.4527565,25.51242331,Eddy,Eddy_High_Elevation_Zone.csv,11/13/2004,long,na,032r_eddyabove25k,758.6031315,2_LMC,0.27
29,032r,12/5/2004,above25k,758.4071232,775.3502316,239.7588451,30.33628493,Eddy,Eddy_High_Elevation_Zone.csv,12/2/2004,long,na,032r_eddyabove25k,758.6031315,2_LMC,0.32
30,032r,5/9/2005,above25k,704.2772723,720.5278854,143.9126464,28.17109089,Eddy,Eddy_High_Elevation_Zone.csv,5/7/2005,long,na,032r_eddyabove25k,758.6031315,2_LMC,0.19
31,032r,10/6/2006,above25k,704.8768239,723.1758809,186.037347,28.19507296,Eddy,Eddy_High_Elevation_Zone.csv,10/7/2006,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.25
32,032r,10/15/2007,above25k,713.8637589,733.3962395,186.0321427,28.55455036,Eddy,Eddy_High_Elevation_Zone.csv,10/13/2007,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.25
33,032r,2/5/2008,above25k,715.6495117,735.7664325,179.5375859,28.62598047,Eddy,Eddy_High_Elevation_Zone.csv,2/2/2008,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.24
34,032r,3/30/2008,above25k,767.4838415,782.2462464,147.6071781,30.69935366,Eddy,Eddy_High_Elevation_Zone.csv,3/28/2008,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.19
35,032r,10/13/2008,above25k,742.8890317,757.6212416,120.1947127,29.71556127,Eddy,Eddy_High_Elevation_Zone.csv,10/10/2008,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.16
36,032r,10/12/2009,above25k,761.7828463,777.8510934,158.5024536,30.47131385,Eddy,Eddy_High_Elevation_Zone.csv,10/10/2009,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.21
37,032r,10/7/2011,above25k,690.5451465,706.2224963,101.2093917,27.62180586,Eddy,Eddy_High_Elevation_Zone.csv,10/5/2011,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.13
38,032r,10/5/2012,above25k,692.7541869,706.4724402,87.27095557,27.71016748,Eddy,Eddy_High_Elevation_Zone.csv,10/3/2012,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.12
39,032r,9/23/2013,above25k,719.6445271,729.8926379,81.84944992,28.78578108,Eddy,Eddy_High_Elevation_Zone.csv,9/21/2013,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.11
40,032r,9/26/2014,above25k,844.2163187,854.8761984,118.5986002,33.76865275,Eddy,Eddy_High_Elevation_Zone.csv,9/23/2014,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.16
41,032r,9/25/2015,above25k,833.3529207,844.4425063,119.4477037,33.33411683,Eddy,Eddy_High_Elevation_Zone.csv,9/22/2015,long,short,032r_eddyabove25k,758.6031315,2_LMC,0.16
0,032r,10/9/1993,minto8K,8568.68041,8800.517696,11856.93861,1542.362474,Eddy,Eddy_Low_Elevation_Zone.csv,10/8/1993,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.35
1,032r,11/21/1994,minto8K,8170.38354,8395.520892,10889.41857,1470.669037,Eddy,Eddy_Low_Elevation_Zone.csv,11/20/1994,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.32
2,032r,4/26/1995,minto8K,8130.036892,8495.701949,14569.85095,1463.406641,Eddy,Eddy_Low_Elevation_Zone.csv,4/24/1995,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.43
3,032r,2/16/1996,minto8K,7877.129586,8156.715196,22948.3803,1417.883325,Eddy,Eddy_Low_Elevation_Zone.csv,2/13/1996,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.68
4,032r,4/18/1996,minto8K,8260.19269,8701.474713,10531.94214,1486.834684,Eddy,Eddy_Low_Elevation_Zone.csv,4/15/1996,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.31
5,032r,9/15/1996,minto8K,8324.477969,8723.517437,13846.52062,1498.406034,Eddy,Eddy_Low_Elevation_Zone.csv,9/12/1996,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.41
6,032r,2/15/1997,minto8K,8263.255785,8651.086074,12177.46302,1487.386041,Eddy,Eddy_Low_Elevation_Zone.csv,2/13/1997,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.36
7,032r,4/22/1997,minto8K,7685.709724,8113.858536,17572.61925,1383.42775,Eddy,Eddy_Low_Elevation_Zone.csv,4/20/1997,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.52
8,032r,8/26/1997,minto8K,7380.130048,7731.989417,16363.04927,1328.423409,Eddy,Eddy_Low_Elevation_Zone.csv,8/23/1997,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.48
9,032r,4/16/1998,minto8K,8086.646865,8459.965215,21021.29309,1455.596436,Eddy,Eddy_Low_Elevation_Zone.csv,4/15/1998,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.62
10,032r,5/7/1999,minto8K,9041.821343,9352.358737,19476.31436,1627.527842,Eddy,Eddy_Low_Elevation_Zone.csv,5/4/1999,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.58
11,032r,3/20/2000,minto8K,9050.054682,9453.263651,15533.10242,1629.009843,Eddy,Eddy_Low_Elevation_Zone.csv,3/17/2000,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.46
12,032r,6/6/2000,minto8K,8817.783651,9143.899352,16796.94227,1587.201057,Eddy,Eddy_Low_Elevation_Zone.csv,6/1/2000,long,long,032r_eddyminto8K,33781.48649,2_LMC,0.50
13,032r,8/22/2000,minto8K,8761.216107,9074.014157,17006.41049,1577.018899,Eddy,Eddy_Low_Elevation_Zone.csv,8/19/2000,long,na,032r_eddyminto8K,33781.48649,2_LMC,0.50
14,032r,9/11/2000,minto8K,7830.491384,8222.543751,18625.25818,861.3540522,Eddy,Eddy_Low_Elevation_Zone.csv,9/9/2000,long,na,032r_eddyminto8K,33781.48649,2_LMC,0.55
15,032r,5/2/2002,minto8K,8940.193455,9284.828746,14299.01266,983.4212801,Eddy,Eddy_Low_Elevation_Zone.csv,4/27/2002,long,na,032r_eddyminto8K,33781.48649,2_LMC,0.42
16,032r,6/2/2004,minto8K,9021.264832,9393.756044,13552.28956,992.3391315,Eddy,Eddy_Low_Elevation_Zone.csv,6/1/2004,long,na,032r_eddyminto8K,33781.48649,2_LMC,0.40
17,032r,11/16/2004,minto8K,8969.063566,9339.940484,16832.37253,986.5969923,Eddy,Eddy_Low_Elevation_Zone.csv,11/13/2004,long,na,032r_eddyminto8K,33781.48649,2_LMC,0.50
18,032r,12/5/2004,minto8K,7498.518444,8003.589219,19628.28627,824.8370288,Eddy,Eddy_Low_Elevation_Zone.csv,12/2/2004,long,na,032r_eddyminto8K,33781.48649,2_LMC,0.58
19,032r,2/5/2008,minto8K,8347.992967,8715.191156,23437.1417,918.2792264,Eddy,Eddy_Low_Elevation_Zone.csv,2/2/2008,long,short,032r_eddyminto8K,33781.48649,2_LMC,0.69
20,032r,3/30/2008,minto8K,8415.256661,8918.773119,12191.77652,925.6782327,Eddy,Eddy_Low_Elevation_Zone.csv,3/28/2008,long,short,032r_eddyminto8K,33781.48649,2_LMC,0.36
0,043l,10/19/1992,minto8K,16257.34765,16636.80221,44097.1824,4064.336912,Channel,Channel_Low_Elevation.csv,10/15/1992,long,na,043l_chanminto8K,71364.4845,2_LMC,0.62
1,043l,4/3/1993,minto8K,16290.57727,16766.29879,43794.93218,2932.303908,Channel,Channel_Low_Elevation.csv,4/1/1993,long,na,043l_chanminto8K,71364.4845,2_LMC,0.61
2,043l,10/10/1993,minto8K,15799.48134,16119.57078,32311.5148,2843.906641,Channel,Channel_Low_Elevation.csv,10/8/1993,long,long,043l_chanminto8K,71364.4845,2_LMC,0.45
3,043l,4/10/1994,minto8K,15454.90308,15752.18561,20870.53873,2781.882554,Channel,Channel_Low_Elevation.csv,4/7/1994,long,na,043l_chanminto8K,71364.4845,2_LMC,0.29
4,043l,11/22/1994,minto8K,15919.46715,16221.74775,33694.95102,2865.504087,Channel,Channel_Low_Elevation.csv,11/20/1994,long,long,043l_chanminto8K,71364.4845,2_LMC,0.47
5,043l,4/27/1995,minto8K,15599.22311,15992.33567,34826.64656,2807.860159,Channel,Channel_Low_Elevation.csv,4/24/1995,long,long,043l_chanminto8K,71364.4845,2_LMC,0.49
6,043l,2/15/1996,minto8K,16096.85649,16464.39613,32826.17619,2897.434168,Channel,Channel_Low_Elevation.csv,2/13/1996,long,long,043l_chanminto8K,71364.4845,2_LMC,0.46
7,043l,4/18/1996,minto8K,16419.00492,17131.16246,7568.624949,2955.420885,Channel,Channel_Low_Elevation.csv,4/15/1996,long,long,043l_chanminto8K,71364.4845,2_LMC,0.11
8,043l,9/16/1996,minto8K,16361.19575,16780.39893,25364.42351,2945.015236,Channel,Channel_Low_Elevation.csv,9/12/1996,long,long,043l_chanminto8K,71364.4845,2_LMC,0.36
9,043l,2/16/1997,minto8K,16226.10969,16662.17139,34885.8052,2920.699745,Channel,Channel_Low_Elevation.csv,2/13/1997,long,long,043l_chanminto8K,71364.4845,2_LMC,0.49
10,043l,4/23/1997,minto8K,16419.00773,17065.99494,17978.42316,2955.421392,Channel,Channel_Low_Elevation.csv,4/20/1997,long,long,043l_chanminto8K,71364.4845,2_LMC,0.25
11,043l,8/27/1997,minto8K,16419.00773,16983.09334,25973.68575,2955.421392,Channel,Channel_Low_Elevation.csv,8/23/1997,long,long,043l_chanminto8K,71364.4845,2_LMC,0.36
12,043l,4/17/1998,minto8K,16419.00741,16857.34022,34650.54944,2955.421333,Channel,Channel_Low_Elevation.csv,4/15/1998,long,long,043l_chanminto8K,71364.4845,2_LMC,0.49
13,043l,5/8/1999,minto8K,16419.0113,16815.49451,34882.73986,2955.422034,Channel,Channel_Low_Elevation.csv,5/4/1999,long,long,043l_chanminto8K,71364.4845,2_LMC,0.49
14,043l,3/22/2000,minto8K,16419.01129,16844.8658,32433.24084,2955.422032,Channel,Channel_Low_Elevation.csv,3/17/2000,long,long,043l_chanminto8K,71364.4845,2_LMC,0.45
15,043l,8/23/2000,minto8K,16395.82769,16947.78843,41985.80563,2951.248984,Channel,Channel_Low_Elevation.csv,8/19/2000,long,na,043l_chanminto8K,71364.4845,2_LMC,0.59
16,043l,9/12/2000,minto8K,16418.94002,16820.21158,29275.86933,2955.409204,Channel,Channel_Low_Elevation.csv,9/9/2000,long,na,043l_chanminto8K,71364.4845,2_LMC,0.41
17,043l,5/3/2002,minto8K,16227.77533,16613,40823.28799,1785.055286,Channel,Channel_Low_Elevation.csv,4/27/2002,long,na,043l_chanminto8K,71364.4845,2_LMC,0.57
18,043l,6/3/2004,minto8K,16136.01196,16533.85789,42226.01825,1774.961316,Channel,Channel_Low_Elevation.csv,6/1/2004,long,na,043l_chanminto8K,71364.4845,2_LMC,0.59
19,043l,11/16/2004,minto8K,16419.00969,16793.97567,39888.75063,1806.091066,Channel,Channel_Low_Elevation.csv,11/13/2004,long,na,043l_chanminto8K,71364.4845,2_LMC,0.56
20,043l,12/6/2004,minto8K,16217.91094,16768.18831,28632.27038,1783.970203,Channel,Channel_Low_Elevation.csv,12/2/2004,long,na,043l_chanminto8K,71364.4845,2_LMC,0.40
21,043l,2/6/2008,minto8K,16397.03387,16713.80587,42915.97066,1803.673726,Channel,Channel_Low_Elevation.csv,2/2/2008,long,short,043l_chanminto8K,71364.4845,2_LMC,0.60
22,043l,3/31/2008,minto8K,16407.35274,16907.24985,52494.42252,1804.808802,Channel,Channel_Low_Elevation.csv,3/28/2008,long,short,043l_chanminto8K,71364.4845,2_LMC,0.74
0,043l,9/28/1990,8kto25k,1954.758269,2015.759103,1339.423532,78.19033078,Eddy,Eddy_Fluctuating_Zone.csv,6/10/1990,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.36
1,043l,7/26/1991,8kto25k,2263.515837,2321.330835,1381.594613,90.54063349,Eddy,Eddy_Fluctuating_Zone.csv,7/26/1991,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.37
2,043l,9/26/1991,8kto25k,2112.586415,2172.003184,1406.915099,84.50345661,Eddy,Eddy_Fluctuating_Zone.csv,10/1/1991,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.38
3,043l,10/26/1991,8kto25k,2090.88643,2147.632974,1376.091662,83.63545722,Eddy,Eddy_Fluctuating_Zone.csv,11/1/1991,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.37
4,043l,10/19/1992,8kto25k,1970.840319,2041.96286,1338.158411,78.83361278,Eddy,Eddy_Fluctuating_Zone.csv,10/15/1992,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.36
5,043l,4/3/1993,8kto25k,1988.859072,2061.291924,1222.095275,79.55436288,Eddy,Eddy_Fluctuating_Zone.csv,4/1/1993,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.33
6,043l,10/10/1993,8kto25k,1946.870141,2018.295966,1333.396235,77.87480565,Eddy,Eddy_Fluctuating_Zone.csv,10/8/1993,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.36
7,043l,4/10/1994,8kto25k,2136.813104,2199.750018,1357.903871,85.47252418,Eddy,Eddy_Fluctuating_Zone.csv,4/7/1994,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.36
8,043l,11/22/1994,8kto25k,2003.217474,2077.607306,1210.529496,80.12869895,Eddy,Eddy_Fluctuating_Zone.csv,11/20/1994,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.32
9,043l,4/27/1995,8kto25k,1913.567586,1988.489906,1136.030747,76.54270343,Eddy,Eddy_Fluctuating_Zone.csv,4/24/1995,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.30
10,043l,2/15/1996,8kto25k,2059.928631,2125.887415,1272.502997,82.39714524,Eddy,Eddy_Fluctuating_Zone.csv,2/13/1996,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.34
11,043l,4/18/1996,8kto25k,1325.885619,1395.941441,1574.717844,53.03542476,Eddy,Eddy_Fluctuating_Zone.csv,4/15/1996,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.42
12,043l,9/16/1996,8kto25k,1313.967529,1397.036418,1315.480159,52.55870114,Eddy,Eddy_Fluctuating_Zone.csv,9/12/1996,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.35
13,043l,2/16/1997,8kto25k,1441.039162,1523.911833,1342.403464,57.64156648,Eddy,Eddy_Fluctuating_Zone.csv,2/13/1997,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.36
14,043l,4/23/1997,8kto25k,1580.896346,1652.746456,1571.645473,63.23585384,Eddy,Eddy_Fluctuating_Zone.csv,4/20/1997,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.42
15,043l,8/27/1997,8kto25k,2053.355401,2125.786703,1931.560105,82.13421604,Eddy,Eddy_Fluctuating_Zone.csv,8/23/1997,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.52
16,043l,11/9/1997,8kto25k,1015.17125,1071.287713,1168.842648,40.60685001,Eddy,Eddy_Fluctuating_Zone.csv,11/6/1997,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.31
17,043l,4/17/1998,8kto25k,2114.916505,2200.151388,1937.939075,84.59666021,Eddy,Eddy_Fluctuating_Zone.csv,4/15/1998,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.52
18,043l,5/8/1999,8kto25k,2039.781759,2112.652376,1588.2452,81.59127036,Eddy,Eddy_Fluctuating_Zone.csv,5/4/1999,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.43
19,043l,3/22/2000,8kto25k,1238.368791,1308.181674,1002.348356,49.53475162,Eddy,Eddy_Fluctuating_Zone.csv,3/17/2000,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.27
20,043l,6/7/2000,8kto25k,1300.285501,1370.27786,1059.532991,52.01142005,Eddy,Eddy_Fluctuating_Zone.csv,6/1/2000,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.28
21,043l,8/23/2000,8kto25k,1691.404633,1768.497438,1389.68215,67.65618531,Eddy,Eddy_Fluctuating_Zone.csv,8/19/2000,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.37
22,043l,9/12/2000,8kto25k,1824.269747,1904.214469,1617.595935,72.97078988,Eddy,Eddy_Fluctuating_Zone.csv,9/9/2000,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.43
23,043l,10/7/2001,8kto25k,1610.447349,1690.16713,1226.025175,64.41789395,Eddy,Eddy_Fluctuating_Zone.csv,10/5/2001,long,long,043l_eddy8kto25k,3735.756046,2_LMC,0.33
24,043l,5/3/2002,8kto25k,1217.046535,1299.027376,909.1724259,48.68186138,Eddy,Eddy_Fluctuating_Zone.csv,4/27/2002,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.24
25,043l,9/24/2002,8kto25k,1261.425137,1349.633913,741.6960248,50.45700546,Eddy,Eddy_Fluctuating_Zone.csv,9/20/2002,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.20
26,043l,4/29/2003,8kto25k,1568.197857,1648.710266,901.9278026,62.72791427,Eddy,Eddy_Fluctuating_Zone.csv,4/25/2003,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.24
27,043l,9/23/2003,8kto25k,1479.639852,1562.409487,900.5418969,59.18559407,Eddy,Eddy_Fluctuating_Zone.csv,9/20/2003,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.24
28,043l,6/3/2004,8kto25k,1860.484584,1940.341436,1204.238951,74.41938336,Eddy,Eddy_Fluctuating_Zone.csv,6/1/2004,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.32
29,043l,11/16/2004,8kto25k,2009.988386,2093.48522,1489.538199,80.39953545,Eddy,Eddy_Fluctuating_Zone.csv,11/13/2004,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.40
30,043l,12/6/2004,8kto25k,1522.464695,1601.355814,1006.065241,60.89858779,Eddy,Eddy_Fluctuating_Zone.csv,12/2/2004,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.27
31,043l,5/10/2005,8kto25k,1747.33205,1810.351078,1349.414563,69.89328202,Eddy,Eddy_Fluctuating_Zone.csv,5/7/2005,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.36
32,043l,10/10/2006,8kto25k,1426.944489,1501.485978,1109.320999,57.07777958,Eddy,Eddy_Fluctuating_Zone.csv,10/7/2006,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.30
33,043l,10/16/2007,8kto25k,1326.673645,1419.617483,996.5410279,53.0669458,Eddy,Eddy_Fluctuating_Zone.csv,10/13/2007,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.27
34,043l,2/6/2008,8kto25k,1487.670117,1571.01902,999.4952287,59.50680469,Eddy,Eddy_Fluctuating_Zone.csv,2/2/2008,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.27
35,043l,3/31/2008,8kto25k,1257.241642,1345.553483,1036.958321,50.28966569,Eddy,Eddy_Fluctuating_Zone.csv,3/28/2008,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.28
36,043l,5/19/2008,8kto25k,1239.300341,1324.75068,1084.007684,49.57201364,Eddy,Eddy_Fluctuating_Zone.csv,5/17/2008,long,na,043l_eddy8kto25k,3735.756046,2_LMC,0.29
37,043l,10/14/2008,8kto25k,1249.626515,1331.126154,1069.524179,49.9850606,Eddy,Eddy_Fluctuating_Zone.csv,10/10/2008,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.29
38,043l,10/13/2009,8kto25k,1553.739336,1646.747542,1212.559625,62.14957345,Eddy,Eddy_Fluctuating_Zone.csv,10/10/2009,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.32
39,043l,10/8/2011,8kto25k,2505.533728,2612.887233,2614.290054,100.2213491,Eddy,Eddy_Fluctuating_Zone.csv,10/5/2011,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.70
40,043l,10/6/2012,8kto25k,1006.717997,1118.468506,880.338216,40.26871987,Eddy,Eddy_Fluctuating_Zone.csv,10/3/2012,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.24
41,043l,9/24/2013,8kto25k,1507.733333,1591.466097,1174.850404,60.30933331,Eddy,Eddy_Fluctuating_Zone.csv,9/21/2013,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.31
42,043l,9/27/2014,8kto25k,1090.812751,1188.427037,1123.182769,43.63251005,Eddy,Eddy_Fluctuating_Zone.csv,9/23/2014,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.30
43,043l,9/26/2015,8kto25k,1173.630634,1273.902202,1038.507791,46.94522537,Eddy,Eddy_Fluctuating_Zone.csv,9/22/2015,long,short,043l_eddy8kto25k,3735.756046,2_LMC,0.28
0,043l,9/28/1990,above25k,2236.965789,2251.94426,696.5004549,89.47863157,Eddy,Eddy_High_Elevation_Zone.csv,6/10/1990,long,long,043l_eddyabove25k,2088.007648,2_LMC,0.33
1,043l,7/26/1991,above25k,2182.561748,2197.554035,627.4179347,87.30246992,Eddy,Eddy_High_Elevation_Zone.csv,7/26/1991,long,long,043l_eddyabove25k,2088.007648,2_LMC,0.30
2,043l,9/26/1991,above25k,2200.999958,2215.037873,474.775133,88.03999834,Eddy,Eddy_High_Elevation_Zone.csv,10/1/1991,long,na,043l_eddyabove25k,2088.007648,2_LMC,0.23
3,043l,10/26/1991,above25k,2195.062506,2207.636474,620.6353069,87.80250025,Eddy,Eddy_High_Elevation_Zone.csv,11/1/1991,long,na,043l_eddyabove25k,2088.007648,2_LMC,0.30
4,043l,10/19/1992,above25k,2261.838365,2277.334599,714.3526677,90.47353458,Eddy,Eddy_High_Elevation_Zone.csv,10/15/1992,long,na,043l_eddyabove25k,2088.007648,2_LMC,0.34
5,043l,4/3/1993,above25k,2164.622568,2179.376212,642.479418,86.58490272,Eddy,Eddy_High_Elevation_Zone.csv,4/1/1993,long,na,043l_eddyabove25k,2088.007648,2_LMC,0.31
6,043l,10/10/1993,above25k,2221.689121,2237.215818,729.2997878,88.86756484,Eddy,Eddy_High_Elevation_Zone.csv,10/8/1993,long,long,043l_eddyabove25k,2088.007648,2_LMC,0.35
